age,budget_per_person_daily,city_you_resided_in,travel_group_composition,types_of_attractions,places_visited_in_the_uae,season
72,170,Ajman,6,Historical,"Qasr Al Hosn, Sharjah Museum of Islamic Civilization, Umm Al Quwain Fort and Museum, The Dubai Opera, Al Jazirah Al Hamra",Summer
59,568,Umm Al Qaiwain,2,Historical,"Qasr Al Hosn, Sharjah Museum of Islamic Civilization, Umm Al Quwain Fort and Museum, The Dubai Opera, Al Jazirah Al Hamra",Winter
71,65,Sharjah,3,Historical,"Qasr Al Hosn, Sharjah Museum of Islamic Civilization, Umm Al Quwain Fort and Museum, The Dubai Opera, Al Jazirah Al Hamra",Summer
29,197,Ras Al Khaimah,5,Landmark,"Dubai Fountain, Saadiyat Island, Jebel Jais, Ajman Beach, Qasr Al Hosn",Winter
14,83,Abu Dhabi,4,Landmark,"Dubai Fountain, Saadiyat Island, Jebel Jais, Ajman Beach, Qasr Al Hosn",Summer
62,142,Ras Al Khaimah,5,Kids,Miracle Garden,Summer
72,552,Dubai,5,Historical,"Qasr Al Hosn, Sharjah Museum of Islamic Civilization, Umm Al Quwain Fort and Museum, The Dubai Opera, Al Jazirah Al Hamra",Summer
12,177,Fujairah,7,Kids,Miracle Garden,Summer
60,382,Abu Dhabi,8,Historical,"Qasr Al Hosn, Sharjah Museum of Islamic Civilization, Umm Al Quwain Fort and Museum, The Dubai Opera, Al Jazirah Al Hamra",Winter
46,165,Sharjah,10,Historical,"Qasr Al Hosn, Sharjah Museum of Islamic Civilization, Umm Al Quwain Fort and Museum, The Dubai Opera, Al Jazirah Al Hamra",Winter
16,40,Umm Al Qaiwain,3,Landmark,"Dubai Fountain, Saadiyat Island, Jebel Jais, Ajman Beach, Qasr Al Hosn",Winter
41,141,Ajman,4,Outdoor,"Dubai Fountain, Saadiyat Island, Miracle Garden, Jebel Jais, Ajman Beach",Winter
48,668,Sharjah,1,Historical,"Qasr Al Hosn, Sharjah Museum of Islamic Civilization, Umm Al Quwain Fort and Museum, The Dubai Opera, Al Jazirah Al Hamra",Summer
36,145,Abu Dhabi,4,Outdoor,"Dubai Fountain, Saadiyat Island, Miracle Garden, Jebel Jais, Ajman Beach",Winter
55,699,Dubai,5,Historical,"Qasr Al Hosn, Sharjah Museum of Islamic Civilization, Umm Al Quwain Fort and Museum, The Dubai Opera, Al Jazirah Al Hamra",Summer
20,136,Ajman,1,Outdoor,"Dubai Fountain, Saadiyat Island, Miracle Garden, Jebel Jais, Ajman Beach",Summer
28,221,Umm Al Qaiwain,10,Outdoor,"Dubai Fountain, Saadiyat Island, Miracle Garden, Jebel Jais, Ajman Beach",Winter
33,174,Dubai,1,Outdoor,"Dubai Fountain, Saadiyat Island, Miracle Garden, Jebel Jais, Ajman Beach",Summer
54,447,Fujairah,1,Historical,"Qasr Al Hosn, Sharjah Museum of Islamic Civilization, Umm Al Quwain Fort and Museum, The Dubai Opera, Al Jazirah Al Hamra",Summer
58,524,Abu Dhabi,1,Historical,"Qasr Al Hosn, Sharjah Museum of Islamic Civilization, Umm Al Quwain Fort and Museum, The Dubai Opera, Al Jazirah Al Hamra",Winter
17,155,Abu Dhabi,3,Outdoor,"Dubai Fountain, Saadiyat Island, Miracle Garden, Jebel Jais, Ajman Beach",Winter
26,232,Dubai,10,Landmark,"Dubai Fountain, Saadiyat Island, Jebel Jais, Ajman Beach, Qasr Al Hosn",Winter
56,260,Dubai,4,Historical,"Qasr Al Hosn, Sharjah Museum of Islamic Civilization, Umm Al Quwain Fort and Museum, The Dubai Opera, Al Jazirah Al Hamra",Summer
76,418,Ajman,6,Historical,"Qasr Al Hosn, Sharjah Museum of Islamic Civilization, Umm Al Quwain Fort and Museum, The Dubai Opera, Al Jazirah Al Hamra",Winter
53,138,Ras Al Khaimah,8,Landmark,"Dubai Fountain, Saadiyat Island, Jebel Jais, Ajman Beach, Qasr Al Hosn",Summer
41,157,Sharjah,10,Kids,Miracle Garden,Summer
36,524,Sharjah,3,Historical,"Qasr Al Hosn, Sharjah Museum of Islamic Civilization, Umm Al Quwain Fort and Museum, The Dubai Opera, Al Jazirah Al Hamra",Summer
77,736,Umm Al Qaiwain,8,Historical,"Qasr Al Hosn, Sharjah Museum of Islamic Civilization, Umm Al Quwain Fort and Museum, The Dubai Opera, Al Jazirah Al Hamra",Winter
61,171,Fujairah,6,Kids,Miracle Garden,Summer
31,152,Fujairah,10,Historical,"Qasr Al Hosn, Sharjah Museum of Islamic Civilization, Umm Al Quwain Fort and Museum, The Dubai Opera, Al Jazirah Al Hamra",Summer
28,174,Ras Al Khaimah,1,Kids,Miracle Garden,Winter
16,92,Sharjah,7,Landmark,"Dubai Fountain, Saadiyat Island, Jebel Jais, Ajman Beach, Qasr Al Hosn",Winter
33,210,Ras Al Khaimah,2,Outdoor,"Dubai Fountain, Saadiyat Island, Miracle Garden, Jebel Jais, Ajman Beach",Summer
36,129,Fujairah,5,Kids,Miracle Garden,Summer
35,72,Fujairah,1,Outdoor,"Dubai Fountain, Saadiyat Island, Miracle Garden, Jebel Jais, Ajman Beach",Summer
52,106,Ajman,4,Landmark,"Dubai Fountain, Saadiyat Island, Jebel Jais, Ajman Beach, Qasr Al Hosn",Winter
25,63,Umm Al Qaiwain,10,Outdoor,"Dubai Fountain, Saadiyat Island, Miracle Garden, Jebel Jais, Ajman Beach",Winter
21,64,Umm Al Qaiwain,2,Landmark,"Dubai Fountain, Saadiyat Island, Jebel Jais, Ajman Beach, Qasr Al Hosn",Winter
59,210,Umm Al Qaiwain,10,Outdoor,"Dubai Fountain, Saadiyat Island, Miracle Garden, Jebel Jais, Ajman Beach",Summer
43,248,Ajman,10,Landmark,"Dubai Fountain, Saadiyat Island, Jebel Jais, Ajman Beach, Qasr Al Hosn",Summer
44,173,Dubai,3,Landmark,"Dubai Fountain, Saadiyat Island, Jebel Jais, Ajman Beach, Qasr Al Hosn",Summer
36,111,Fujairah,3,Kids,Miracle Garden,Winter
53,150,Dubai,1,Landmark,"Dubai Fountain, Saadiyat Island, Jebel Jais, Ajman Beach, Qasr Al Hosn",Winter
70,463,Sharjah,4,Historical,"Qasr Al Hosn, Sharjah Museum of Islamic Civilization, Umm Al Quwain Fort and Museum, The Dubai Opera, Al Jazirah Al Hamra",Summer
70,116,Abu Dhabi,5,Historical,"Qasr Al Hosn, Sharjah Museum of Islamic Civilization, Umm Al Quwain Fort and Museum, The Dubai Opera, Al Jazirah Al Hamra",Winter
39,143,Sharjah,5,Kids,Miracle Garden,Summer
57,244,Ras Al Khaimah,9,Landmark,"Dubai Fountain, Saadiyat Island, Jebel Jais, Ajman Beach, Qasr Al Hosn",Summer
44,245,Ras Al Khaimah,2,Landmark,"Dubai Fountain, Saadiyat Island, Jebel Jais, Ajman Beach, Qasr Al Hosn",Winter
59,248,Fujairah,2,Landmark,"Dubai Fountain, Saadiyat Island, Jebel Jais, Ajman Beach, Qasr Al Hosn",Winter
44,588,Fujairah,8,Historical,"Qasr Al Hosn, Sharjah Museum of Islamic Civilization, Umm Al Quwain Fort and Museum, The Dubai Opera, Al Jazirah Al Hamra",Winter
57,94,Abu Dhabi,10,Landmark,"Dubai Fountain, Saadiyat Island, Jebel Jais, Ajman Beach, Qasr Al Hosn",Summer
64,551,Umm Al Qaiwain,5,Historical,"Qasr Al Hosn, Sharjah Museum of Islamic Civilization, Umm Al Quwain Fort and Museum, The Dubai Opera, Al Jazirah Al Hamra",Summer
26,126,Dubai,8,Kids,Miracle Garden,Summer
42,116,Fujairah,9,Outdoor,"Dubai Fountain, Saadiyat Island, Miracle Garden, Jebel Jais, Ajman Beach",Summer
31,174,Ras Al Khaimah,2,Outdoor,"Dubai Fountain, Saadiyat Island, Miracle Garden, Jebel Jais, Ajman Beach",Summer
58,127,Ras Al Khaimah,1,Kids,Miracle Garden,Winter
37,103,Fujairah,2,Kids,Miracle Garden,Winter
23,245,Ras Al Khaimah,1,Landmark,"Dubai Fountain, Saadiyat Island, Jebel Jais, Ajman Beach, Qasr Al Hosn",Winter
29,130,Dubai,6,Outdoor,"Dubai Fountain, Saadiyat Island, Miracle Garden, Jebel Jais, Ajman Beach",Winter
45,534,Umm Al Qaiwain,6,Historical,"Qasr Al Hosn, Sharjah Museum of Islamic Civilization, Umm Al Quwain Fort and Museum, The Dubai Opera, Al Jazirah Al Hamra",Summer
64,20,Fujairah,9,Historical,"Qasr Al Hosn, Sharjah Museum of Islamic Civilization, Umm Al Quwain Fort and Museum, The Dubai Opera, Al Jazirah Al Hamra",Summer
55,180,Ajman,1,Kids,Miracle Garden,Summer
55,67,Dubai,2,Landmark,"Dubai Fountain, Saadiyat Island, Jebel Jais, Ajman Beach, Qasr Al Hosn",Summer
63,130,Sharjah,8,Kids,Miracle Garden,Summer
49,655,Sharjah,9,Historical,"Qasr Al Hosn, Sharjah Museum of Islamic Civilization, Umm Al Quwain Fort and Museum, The Dubai Opera, Al Jazirah Al Hamra",Summer
37,63,Umm Al Qaiwain,9,Landmark,"Dubai Fountain, Saadiyat Island, Jebel Jais, Ajman Beach, Qasr Al Hosn",Winter
16,217,Dubai,9,Outdoor,"Dubai Fountain, Saadiyat Island, Miracle Garden, Jebel Jais, Ajman Beach",Winter
43,189,Ajman,9,Outdoor,"Dubai Fountain, Saadiyat Island, Miracle Garden, Jebel Jais, Ajman Beach",Summer
20,132,Dubai,7,Landmark,"Dubai Fountain, Saadiyat Island, Jebel Jais, Ajman Beach, Qasr Al Hosn",Summer
24,45,Umm Al Qaiwain,2,Landmark,"Dubai Fountain, Saadiyat Island, Jebel Jais, Ajman Beach, Qasr Al Hosn",Winter
57,59,Umm Al Qaiwain,8,Outdoor,"Dubai Fountain, Saadiyat Island, Miracle Garden, Jebel Jais, Ajman Beach",Summer
39,151,Umm Al Qaiwain,5,Kids,Miracle Garden,Winter
14,89,Sharjah,5,Kids,Miracle Garden,Summer
54,164,Abu Dhabi,4,Kids,Miracle Garden,Summer
77,288,Fujairah,7,Historical,"Qasr Al Hosn, Sharjah Museum of Islamic Civilization, Umm Al Quwain Fort and Museum, The Dubai Opera, Al Jazirah Al Hamra",Winter
40,491,Ras Al Khaimah,8,Historical,"Qasr Al Hosn, Sharjah Museum of Islamic Civilization, Umm Al Quwain Fort and Museum, The Dubai Opera, Al Jazirah Al Hamra",Summer
15,171,Fujairah,9,Landmark,"Dubai Fountain, Saadiyat Island, Jebel Jais, Ajman Beach, Qasr Al Hosn",Winter
25,46,Ajman,3,Landmark,"Dubai Fountain, Saadiyat Island, Jebel Jais, Ajman Beach, Qasr Al Hosn",Summer
28,65,Abu Dhabi,2,Kids,Miracle Garden,Summer
28,153,Umm Al Qaiwain,5,Landmark,"Dubai Fountain, Saadiyat Island, Jebel Jais, Ajman Beach, Qasr Al Hosn",Winter
26,224,Ajman,1,Landmark,"Dubai Fountain, Saadiyat Island, Jebel Jais, Ajman Beach, Qasr Al Hosn",Summer
37,451,Sharjah,7,Historical,"Qasr Al Hosn, Sharjah Museum of Islamic Civilization, Umm Al Quwain Fort and Museum, The Dubai Opera, Al Jazirah Al Hamra",Winter
15,159,Fujairah,1,Kids,Miracle Garden,Summer
23,172,Sharjah,9,Landmark,"Dubai Fountain, Saadiyat Island, Jebel Jais, Ajman Beach, Qasr Al Hosn",Winter
52,134,Fujairah,4,Landmark,"Dubai Fountain, Saadiyat Island, Jebel Jais, Ajman Beach, Qasr Al Hosn",Winter
38,69,Umm Al Qaiwain,2,Kids,Miracle Garden,Summer
59,586,Abu Dhabi,5,Historical,"Qasr Al Hosn, Sharjah Museum of Islamic Civilization, Umm Al Quwain Fort and Museum, The Dubai Opera, Al Jazirah Al Hamra",Winter
32,204,Umm Al Qaiwain,8,Landmark,"Dubai Fountain, Saadiyat Island, Jebel Jais, Ajman Beach, Qasr Al Hosn",Summer
25,60,Ras Al Khaimah,7,Kids,Miracle Garden,Summer
45,126,Dubai,2,Kids,Miracle Garden,Winter
53,100,Abu Dhabi,3,Landmark,"Dubai Fountain, Saadiyat Island, Jebel Jais, Ajman Beach, Qasr Al Hosn",Winter
70,138,Abu Dhabi,2,Kids,Miracle Garden,Winter
56,128,Fujairah,10,Outdoor,"Dubai Fountain, Saadiyat Island, Miracle Garden, Jebel Jais, Ajman Beach",Summer
34,64,Umm Al Qaiwain,8,Outdoor,"Dubai Fountain, Saadiyat Island, Miracle Garden, Jebel Jais, Ajman Beach",Summer
19,152,Sharjah,1,Outdoor,"Dubai Fountain, Saadiyat Island, Miracle Garden, Jebel Jais, Ajman Beach",Summer
57,747,Dubai,2,Historical,"Qasr Al Hosn, Sharjah Museum of Islamic Civilization, Umm Al Quwain Fort and Museum, The Dubai Opera, Al Jazirah Al Hamra",Summer
31,66,Dubai,2,Outdoor,"Dubai Fountain, Saadiyat Island, Miracle Garden, Jebel Jais, Ajman Beach",Winter
26,161,Abu Dhabi,9,Kids,Miracle Garden,Summer
55,234,Umm Al Qaiwain,3,Landmark,"Dubai Fountain, Saadiyat Island, Jebel Jais, Ajman Beach, Qasr Al Hosn",Summer
57,168,Ras Al Khaimah,6,Historical,"Qasr Al Hosn, Sharjah Museum of Islamic Civilization, Umm Al Quwain Fort and Museum, The Dubai Opera, Al Jazirah Al Hamra",Winter
37,198,Abu Dhabi,2,Landmark,"Dubai Fountain, Saadiyat Island, Jebel Jais, Ajman Beach, Qasr Al Hosn",Winter
78,442,Ras Al Khaimah,2,Historical,"Qasr Al Hosn, Sharjah Museum of Islamic Civilization, Umm Al Quwain Fort and Museum, The Dubai Opera, Al Jazirah Al Hamra",Winter
46,59,Dubai,6,Landmark,"Dubai Fountain, Saadiyat Island, Jebel Jais, Ajman Beach, Qasr Al Hosn",Winter
23,173,Sharjah,4,Kids,Miracle Garden,Winter
65,109,Sharjah,9,Kids,Miracle Garden,Summer
69,483,Fujairah,2,Historical,"Qasr Al Hosn, Sharjah Museum of Islamic Civilization, Umm Al Quwain Fort and Museum, The Dubai Opera, Al Jazirah Al Hamra",Summer
53,154,Umm Al Qaiwain,3,Landmark,"Dubai Fountain, Saadiyat Island, Jebel Jais, Ajman Beach, Qasr Al Hosn",Winter
18,40,Dubai,10,Landmark,"Dubai Fountain, Saadiyat Island, Jebel Jais, Ajman Beach, Qasr Al Hosn",Winter
51,351,Abu Dhabi,7,Historical,"Qasr Al Hosn, Sharjah Museum of Islamic Civilization, Umm Al Quwain Fort and Museum, The Dubai Opera, Al Jazirah Al Hamra",Summer
68,176,Umm Al Qaiwain,1,Historical,"Qasr Al Hosn, Sharjah Museum of Islamic Civilization, Umm Al Quwain Fort and Museum, The Dubai Opera, Al Jazirah Al Hamra",Winter
18,174,Sharjah,2,Kids,Miracle Garden,Winter
24,150,Sharjah,5,Kids,Miracle Garden,Summer
28,94,Abu Dhabi,2,Outdoor,"Dubai Fountain, Saadiyat Island, Miracle Garden, Jebel Jais, Ajman Beach",Summer
55,301,Umm Al Qaiwain,8,Historical,"Qasr Al Hosn, Sharjah Museum of Islamic Civilization, Umm Al Quwain Fort and Museum, The Dubai Opera, Al Jazirah Al Hamra",Summer
66,313,Ras Al Khaimah,7,Historical,"Qasr Al Hosn, Sharjah Museum of Islamic Civilization, Umm Al Quwain Fort and Museum, The Dubai Opera, Al Jazirah Al Hamra",Summer
50,67,Ajman,6,Landmark,"Dubai Fountain, Saadiyat Island, Jebel Jais, Ajman Beach, Qasr Al Hosn",Winter
55,213,Dubai,6,Outdoor,"Dubai Fountain, Saadiyat Island, Miracle Garden, Jebel Jais, Ajman Beach",Winter
27,126,Sharjah,7,Kids,Miracle Garden,Summer
60,66,Dubai,2,Landmark,"Dubai Fountain, Saadiyat Island, Jebel Jais, Ajman Beach, Qasr Al Hosn",Winter
33,367,Dubai,4,Historical,"Qasr Al Hosn, Sharjah Museum of Islamic Civilization, Umm Al Quwain Fort and Museum, The Dubai Opera, Al Jazirah Al Hamra",Summer
39,146,Ajman,2,Historical,"Qasr Al Hosn, Sharjah Museum of Islamic Civilization, Umm Al Quwain Fort and Museum, The Dubai Opera, Al Jazirah Al Hamra",Summer
56,174,Sharjah,4,Landmark,"Dubai Fountain, Saadiyat Island, Jebel Jais, Ajman Beach, Qasr Al Hosn",Summer
57,127,Abu Dhabi,4,Kids,Miracle Garden,Winter
22,170,Sharjah,1,Kids,Miracle Garden,Winter
50,125,Sharjah,1,Landmark,"Dubai Fountain, Saadiyat Island, Jebel Jais, Ajman Beach, Qasr Al Hosn",Summer
39,36,Dubai,6,Outdoor,"Dubai Fountain, Saadiyat Island, Miracle Garden, Jebel Jais, Ajman Beach",Summer
39,213,Umm Al Qaiwain,4,Landmark,"Dubai Fountain, Saadiyat Island, Jebel Jais, Ajman Beach, Qasr Al Hosn",Winter
37,534,Fujairah,5,Historical,"Qasr Al Hosn, Sharjah Museum of Islamic Civilization, Umm Al Quwain Fort and Museum, The Dubai Opera, Al Jazirah Al Hamra",Winter
59,118,Fujairah,3,Landmark,"Dubai Fountain, Saadiyat Island, Jebel Jais, Ajman Beach, Qasr Al Hosn",Summer
72,703,Ajman,7,Historical,"Qasr Al Hosn, Sharjah Museum of Islamic Civilization, Umm Al Quwain Fort and Museum, The Dubai Opera, Al Jazirah Al Hamra",Winter
37,247,Dubai,9,Outdoor,"Dubai Fountain, Saadiyat Island, Miracle Garden, Jebel Jais, Ajman Beach",Winter
55,164,Fujairah,5,Kids,Miracle Garden,Winter
55,162,Dubai,7,Kids,Miracle Garden,Summer
79,354,Abu Dhabi,9,Historical,"Qasr Al Hosn, Sharjah Museum of Islamic Civilization, Umm Al Quwain Fort and Museum, The Dubai Opera, Al Jazirah Al Hamra",Winter
42,20,Fujairah,10,Landmark,"Dubai Fountain, Saadiyat Island, Jebel Jais, Ajman Beach, Qasr Al Hosn",Summer
79,714,Umm Al Qaiwain,1,Historical,"Qasr Al Hosn, Sharjah Museum of Islamic Civilization, Umm Al Quwain Fort and Museum, The Dubai Opera, Al Jazirah Al Hamra",Winter
21,190,Dubai,8,Kids,Miracle Garden,Winter
32,102,Ajman,2,Landmark,"Dubai Fountain, Saadiyat Island, Jebel Jais, Ajman Beach, Qasr Al Hosn",Summer
26,181,Ras Al Khaimah,5,Kids,Miracle Garden,Summer
44,178,Fujairah,8,Kids,Miracle Garden,Summer
34,76,Dubai,1,Landmark,"Dubai Fountain, Saadiyat Island, Jebel Jais, Ajman Beach, Qasr Al Hosn",Winter
37,375,Umm Al Qaiwain,7,Historical,"Qasr Al Hosn, Sharjah Museum of Islamic Civilization, Umm Al Quwain Fort and Museum, The Dubai Opera, Al Jazirah Al Hamra",Summer
33,93,Ras Al Khaimah,4,Kids,Miracle Garden,Summer
47,181,Fujairah,7,Landmark,"Dubai Fountain, Saadiyat Island, Jebel Jais, Ajman Beach, Qasr Al Hosn",Winter
50,742,Dubai,6,Historical,"Qasr Al Hosn, Sharjah Museum of Islamic Civilization, Umm Al Quwain Fort and Museum, The Dubai Opera, Al Jazirah Al Hamra",Winter
34,120,Abu Dhabi,2,Landmark,"Dubai Fountain, Saadiyat Island, Jebel Jais, Ajman Beach, Qasr Al Hosn",Summer
32,46,Sharjah,6,Historical,"Qasr Al Hosn, Sharjah Museum of Islamic Civilization, Umm Al Quwain Fort and Museum, The Dubai Opera, Al Jazirah Al Hamra",Summer
43,624,Umm Al Qaiwain,9,Historical,"Qasr Al Hosn, Sharjah Museum of Islamic Civilization, Umm Al Quwain Fort and Museum, The Dubai Opera, Al Jazirah Al Hamra",Winter
48,176,Ras Al Khaimah,8,Landmark,"Dubai Fountain, Saadiyat Island, Jebel Jais, Ajman Beach, Qasr Al Hosn",Summer
51,134,Umm Al Qaiwain,8,Outdoor,"Dubai Fountain, Saadiyat Island, Miracle Garden, Jebel Jais, Ajman Beach",Winter
27,187,Umm Al Qaiwain,5,Outdoor,"Dubai Fountain, Saadiyat Island, Miracle Garden, Jebel Jais, Ajman Beach",Winter
24,120,Fujairah,3,Kids,Miracle Garden,Winter
23,130,Umm Al Qaiwain,7,Kids,Miracle Garden,Winter
72,463,Sharjah,7,Historical,"Qasr Al Hosn, Sharjah Museum of Islamic Civilization, Umm Al Quwain Fort and Museum, The Dubai Opera, Al Jazirah Al Hamra",Winter
51,134,Ras Al Khaimah,3,Kids,Miracle Garden,Summer
30,136,Ras Al Khaimah,10,Outdoor,"Dubai Fountain, Saadiyat Island, Miracle Garden, Jebel Jais, Ajman Beach",Summer
16,22,Fujairah,8,Landmark,"Dubai Fountain, Saadiyat Island, Jebel Jais, Ajman Beach, Qasr Al Hosn",Winter
29,92,Dubai,8,Outdoor,"Dubai Fountain, Saadiyat Island, Miracle Garden, Jebel Jais, Ajman Beach",Summer
53,108,Dubai,9,Kids,Miracle Garden,Winter
66,109,Umm Al Qaiwain,10,Kids,Miracle Garden,Winter
27,75,Ajman,2,Landmark,"Dubai Fountain, Saadiyat Island, Jebel Jais, Ajman Beach, Qasr Al Hosn",Winter
37,443,Ajman,3,Historical,"Qasr Al Hosn, Sharjah Museum of Islamic Civilization, Umm Al Quwain Fort and Museum, The Dubai Opera, Al Jazirah Al Hamra",Summer
43,89,Umm Al Qaiwain,5,Kids,Miracle Garden,Winter
55,321,Ajman,2,Historical,"Qasr Al Hosn, Sharjah Museum of Islamic Civilization, Umm Al Quwain Fort and Museum, The Dubai Opera, Al Jazirah Al Hamra",Winter
77,711,Dubai,9,Historical,"Qasr Al Hosn, Sharjah Museum of Islamic Civilization, Umm Al Quwain Fort and Museum, The Dubai Opera, Al Jazirah Al Hamra",Summer
30,483,Dubai,1,Historical,"Qasr Al Hosn, Sharjah Museum of Islamic Civilization, Umm Al Quwain Fort and Museum, The Dubai Opera, Al Jazirah Al Hamra",Winter
30,50,Sharjah,2,Landmark,"Dubai Fountain, Saadiyat Island, Jebel Jais, Ajman Beach, Qasr Al Hosn",Winter
55,189,Ras Al Khaimah,10,Kids,Miracle Garden,Summer
53,165,Abu Dhabi,10,Outdoor,"Dubai Fountain, Saadiyat Island, Miracle Garden, Jebel Jais, Ajman Beach",Summer
57,160,Dubai,1,Landmark,"Dubai Fountain, Saadiyat Island, Jebel Jais, Ajman Beach, Qasr Al Hosn",Winter
40,199,Fujairah,10,Outdoor,"Dubai Fountain, Saadiyat Island, Miracle Garden, Jebel Jais, Ajman Beach",Winter
28,134,Sharjah,7,Kids,Miracle Garden,Summer
55,52,Abu Dhabi,7,Landmark,"Dubai Fountain, Saadiyat Island, Jebel Jais, Ajman Beach, Qasr Al Hosn",Summer
43,148,Ras Al Khaimah,2,Outdoor,"Dubai Fountain, Saadiyat Island, Miracle Garden, Jebel Jais, Ajman Beach",Summer
39,191,Ajman,4,Kids,Miracle Garden,Summer
28,22,Fujairah,1,Outdoor,"Dubai Fountain, Saadiyat Island, Miracle Garden, Jebel Jais, Ajman Beach",Winter
48,181,Fujairah,8,Landmark,"Dubai Fountain, Saadiyat Island, Jebel Jais, Ajman Beach, Qasr Al Hosn",Summer
16,173,Sharjah,8,Kids,Miracle Garden,Summer
34,655,Umm Al Qaiwain,2,Historical,"Qasr Al Hosn, Sharjah Museum of Islamic Civilization, Umm Al Quwain Fort and Museum, The Dubai Opera, Al Jazirah Al Hamra",Winter
57,146,Fujairah,5,Landmark,"Dubai Fountain, Saadiyat Island, Jebel Jais, Ajman Beach, Qasr Al Hosn",Summer
35,97,Sharjah,1,Historical,"Qasr Al Hosn, Sharjah Museum of Islamic Civilization, Umm Al Quwain Fort and Museum, The Dubai Opera, Al Jazirah Al Hamra",Winter
43,182,Abu Dhabi,2,Kids,Miracle Garden,Summer
16,79,Sharjah,4,Kids,Miracle Garden,Summer
18,152,Abu Dhabi,3,Kids,Miracle Garden,Winter
55,186,Ras Al Khaimah,5,Outdoor,"Dubai Fountain, Saadiyat Island, Miracle Garden, Jebel Jais, Ajman Beach",Summer
60,138,Ajman,2,Kids,Miracle Garden,Winter
25,239,Abu Dhabi,9,Outdoor,"Dubai Fountain, Saadiyat Island, Miracle Garden, Jebel Jais, Ajman Beach",Winter
30,162,Fujairah,5,Kids,Miracle Garden,Summer
38,169,Dubai,7,Landmark,"Dubai Fountain, Saadiyat Island, Jebel Jais, Ajman Beach, Qasr Al Hosn",Winter
51,198,Sharjah,3,Outdoor,"Dubai Fountain, Saadiyat Island, Miracle Garden, Jebel Jais, Ajman Beach",Summer
37,34,Ras Al Khaimah,10,Outdoor,"Dubai Fountain, Saadiyat Island, Miracle Garden, Jebel Jais, Ajman Beach",Winter
24,123,Sharjah,8,Landmark,"Dubai Fountain, Saadiyat Island, Jebel Jais, Ajman Beach, Qasr Al Hosn",Winter
55,91,Fujairah,6,Landmark,"Dubai Fountain, Saadiyat Island, Jebel Jais, Ajman Beach, Qasr Al Hosn",Winter
80,204,Dubai,3,Historical,"Qasr Al Hosn, Sharjah Museum of Islamic Civilization, Umm Al Quwain Fort and Museum, The Dubai Opera, Al Jazirah Al Hamra",Winter
26,188,Abu Dhabi,7,Outdoor,"Dubai Fountain, Saadiyat Island, Miracle Garden, Jebel Jais, Ajman Beach",Winter
39,130,Fujairah,9,Landmark,"Dubai Fountain, Saadiyat Island, Jebel Jais, Ajman Beach, Qasr Al Hosn",Summer
18,200,Ras Al Khaimah,5,Landmark,"Dubai Fountain, Saadiyat Island, Jebel Jais, Ajman Beach, Qasr Al Hosn",Summer
45,213,Ras Al Khaimah,9,Outdoor,"Dubai Fountain, Saadiyat Island, Miracle Garden, Jebel Jais, Ajman Beach",Winter
28,245,Ras Al Khaimah,1,Landmark,"Dubai Fountain, Saadiyat Island, Jebel Jais, Ajman Beach, Qasr Al Hosn",Summer
18,146,Abu Dhabi,7,Landmark,"Dubai Fountain, Saadiyat Island, Jebel Jais, Ajman Beach, Qasr Al Hosn",Winter
38,218,Dubai,2,Landmark,"Dubai Fountain, Saadiyat Island, Jebel Jais, Ajman Beach, Qasr Al Hosn",Winter
46,90,Dubai,9,Kids,Miracle Garden,Summer
25,167,Dubai,6,Kids,Miracle Garden,Summer
70,707,Ras Al Khaimah,9,Historical,"Qasr Al Hosn, Sharjah Museum of Islamic Civilization, Umm Al Quwain Fort and Museum, The Dubai Opera, Al Jazirah Al Hamra",Winter
31,298,Sharjah,6,Historical,"Qasr Al Hosn, Sharjah Museum of Islamic Civilization, Umm Al Quwain Fort and Museum, The Dubai Opera, Al Jazirah Al Hamra",Summer
17,165,Fujairah,3,Kids,Miracle Garden,Summer
54,63,Sharjah,2,Kids,Miracle Garden,Winter
